geoid,census_tract,white_pop,total_pop,white_pct,non_white_pct
09011714104,"Census Tract 7141.04, New London County, Connecticut",4590,5028,91.28878281622912,8.711217183770884
09011715100,"Census Tract 7151, New London County, Connecticut",3755,4186,89.70377448638318,10.296225513616818
09011716101,"Census Tract 7161.01, New London County, Connecticut",3756,5753,65.28767599513297,34.71232400486703
09011716102,"Census Tract 7161.02, New London County, Connecticut",4218,5193,81.22472559214327,18.775274407856728
09011870100,"Census Tract 8701, New London County, Connecticut",6553,7140,91.77871148459383,8.221288515406172
09011870200,"Census Tract 8702, New London County, Connecticut",4444,5639,78.8082993438553,21.191700656144704
09011870300,"Census Tract 8703, New London County, Connecticut",3533,6316,55.93730208993034,44.06269791006966
09011870501,"Census Tract 8705.01, New London County, Connecticut",3073,4409,69.69834429575867,30.301655704241327
09011870502,"Census Tract 8705.02, New London County, Connecticut",2045,3309,61.80114838319734,38.19885161680266
09011870701,"Census Tract 8707.01, New London County, Connecticut",1665,2052,81.14035087719299,18.859649122807014
09011870703,"Census Tract 8707.03, New London County, Connecticut",1379,1602,86.07990012484395,13.920099875156055
09011870704,"Census Tract 8707.04, New London County, Connecticut",3886,4198,92.56788947117676,7.4321105288232445
09011980000,"Census Tract 9800, New London County, Connecticut",1759,2447,71.88393951777687,28.116060482223133
09011990100,"Census Tract 9901, New London County, Connecticut",0,0,NA,NA
09013526101,"Census Tract 5261.01, Tolland County, Connecticut",3789,3970,95.44080604534005,4.559193954659946
09013526102,"Census Tract 5261.02, Tolland County, Connecticut",4973,5152,96.52562111801242,3.474378881987576
09013528100,"Census Tract 5281, Tolland County, Connecticut",2750,2998,91.72781854569713,8.272181454302867
09013529100,"Census Tract 5291, Tolland County, Connecticut",4407,4839,91.07253564786113,8.92746435213887
09013530100,"Census Tract 5301, Tolland County, Connecticut",1918,2174,88.22447102115916,11.775528978840839
09013530200,"Census Tract 5302, Tolland County, Connecticut",5034,7149,70.41544271926143,29.584557280738565
09013530301,"Census Tract 5303.01, Tolland County, Connecticut",3675,4967,73.9883229313469,26.0116770686531
09013530302,"Census Tract 5303.02, Tolland County, Connecticut",4611,5939,77.63933322108099,22.36066677891901
09013530400,"Census Tract 5304, Tolland County, Connecticut",2859,3990,71.65413533834587,28.345864661654133
09013530500,"Census Tract 5305, Tolland County, Connecticut",2669,3188,83.72020075282308,16.279799247176925
09013530600,"Census Tract 5306, Tolland County, Connecticut",2486,2595,95.79961464354528,4.200385356454717
09013533102,"Census Tract 5331.02, Tolland County, Connecticut",4726,5543,85.26068915749593,14.739310842504068
09013533103,"Census Tract 5331.03, Tolland County, Connecticut",3951,4243,93.11807683242989,6.881923167570108
09013533104,"Census Tract 5331.04, Tolland County, Connecticut",4325,4760,90.86134453781513,9.138655462184872
09013535101,"Census Tract 5351.01, Tolland County, Connecticut",4674,5900,79.22033898305084,20.779661016949163
09013535102,"Census Tract 5351.02, Tolland County, Connecticut",3753,3959,94.79666582470321,5.2033341752967885
09013535200,"Census Tract 5352, Tolland County, Connecticut",5465,6480,84.33641975308642,15.663580246913583
09013538100,"Census Tract 5381, Tolland County, Connecticut",640,1534,41.720990873533246,58.279009126466754
09013538201,"Census Tract 5382.01, Tolland County, Connecticut",4490,4664,96.26929674099486,3.730703259005139
09013538202,"Census Tract 5382.02, Tolland County, Connecticut",3740,4200,89.04761904761904,10.952380952380963
09013840100,"Census Tract 8401, Tolland County, Connecticut",4786,5586,85.67848191908342,14.321518080916576
09013850100,"Census Tract 8501, Tolland County, Connecticut",5420,5888,92.05163043478261,7.948369565217391
09013850200,"Census Tract 8502, Tolland County, Connecticut",5744,6298,91.2035566846618,8.796443315338195
09013860100,"Census Tract 8601, Tolland County, Connecticut",4946,5269,93.86980451698615,6.13019548301385
09013881100,"Census Tract 8811, Tolland County, Connecticut",4654,5277,88.19404964942203,11.805950350577973
09013881200,"Census Tract 8812, Tolland County, Connecticut",7853,9949,78.93255603578248,21.067443964217517
09013881300,"Census Tract 8813, Tolland County, Connecticut",4092,5537,73.90283547047137,26.097164529528627
09013881500,"Census Tract 8815, Tolland County, Connecticut",4439,5668,78.3168666196189,21.683133380381094
09013890100,"Census Tract 8901, Tolland County, Connecticut",3473,3630,95.67493112947658,4.325068870523424
09013890202,"Census Tract 8902.02, Tolland County, Connecticut",4710,5013,93.95571514063435,6.044284859365646
09013890203,"Census Tract 8902.03, Tolland County, Connecticut",852,932,91.41630901287554,8.583690987124456
09013890204,"Census Tract 8902.04, Tolland County, Connecticut",2641,2829,93.35454224107458,6.645457758925417
09015800300,"Census Tract 8003, Windham County, Connecticut",4589,7272,63.105060506050606,36.894939493949394
09015800400,"Census Tract 8004, Windham County, Connecticut",2844,3567,79.73086627417997,20.269133725820026
09015800501,"Census Tract 8005.01, Windham County, Connecticut",3024,3706,81.59740960604425,18.402590393955748
09015800502,"Census Tract 8005.02, Windham County, Connecticut",2177,2535,85.87771203155819,14.12228796844181
09015800600,"Census Tract 8006, Windham County, Connecticut",1826,3859,47.317958020212494,52.682041979787506
09015800700,"Census Tract 8007, Windham County, Connecticut",2995,3541,84.58062694154194,15.419373058458063
09015815000,"Census Tract 8150, Windham County, Connecticut",1941,2208,87.90760869565217,12.092391304347828
09015820000,"Census Tract 8200, Windham County, Connecticut",1610,1685,95.54896142433235,4.451038575667653
09015825000,"Census Tract 8250, Windham County, Connecticut",1359,1639,82.91641244661379,17.08358755338621
09015830100,"Census Tract 8301, Windham County, Connecticut",3886,4193,92.67827331266396,7.321726687336039
09015900100,"Census Tract 9001, Windham County, Connecticut",4192,4672,89.72602739726028,10.273972602739718
09015900200,"Census Tract 9002, Windham County, Connecticut",4387,4541,96.60867650297291,3.391323497027088
09015901101,"Census Tract 9011.01, Windham County, Connecticut",2615,3003,87.07958707958709,12.920412920412915
09015901102,"Census Tract 9011.02, Windham County, Connecticut",4909,5184,94.69521604938271,5.304783950617292
09015902200,"Census Tract 9022, Windham County, Connecticut",1519,1648,92.17233009708737,7.827669902912632
09015902500,"Census Tract 9025, Windham County, Connecticut",3977,4255,93.46650998824911,6.533490011750885
09015903101,"Census Tract 9031.01, Windham County, Connecticut",3279,3418,95.93329432416617,4.0667056758338305
09015903102,"Census Tract 9031.02, Windham County, Connecticut",2902,3555,81.63150492264415,18.368495077355846
09015903200,"Census Tract 9032, Windham County, Connecticut",1964,2277,86.2538427755819,13.746157224418099
09015904101,"Census Tract 9041.01, Windham County, Connecticut",4979,5083,97.9539641943734,2.0460358056266017
09015904102,"Census Tract 9041.02, Windham County, Connecticut",2241,2312,96.92906574394463,3.0709342560553665
09015904400,"Census Tract 9044, Windham County, Connecticut",4300,4774,90.07121910347716,9.928780896522838
09015904500,"Census Tract 9045, Windham County, Connecticut",4512,5512,81.8577648766328,18.1422351233672
09015905101,"Census Tract 9051.01, Windham County, Connecticut",3726,4393,84.81675392670157,15.183246073298434
09015905102,"Census Tract 9051.02, Windham County, Connecticut",3689,4028,91.58391261171798,8.416087388282023
09015906100,"Census Tract 9061, Windham County, Connecticut",4654,5053,92.10370077181872,7.896299228181277
09015907100,"Census Tract 9071, Windham County, Connecticut",3830,4445,86.16422947131609,13.83577052868391
09015907200,"Census Tract 9072, Windham County, Connecticut",4829,5076,95.13396375098503,4.866036249014968
09015907300,"Census Tract 9073, Windham County, Connecticut",4894,5470,89.46983546617916,10.530164533820837
09015908100,"Census Tract 9081, Windham County, Connecticut",3268,3599,90.80300083356488,9.19699916643512
