geoid,name,median_income
09003524502,"Census Tract 5245.02, Hartford County, Connecticut",39779
09003524600,"Census Tract 5246, Hartford County, Connecticut",39234
09003524700,"Census Tract 5247, Hartford County, Connecticut",77826
09003980001,"Census Tract 9800.01, Hartford County, Connecticut",NA
09003980002,"Census Tract 9800.02, Hartford County, Connecticut",NA
09003980003,"Census Tract 9800.03, Hartford County, Connecticut",NA
09003980100,"Census Tract 9801, Hartford County, Connecticut",NA
09005250100,"Census Tract 2501, Litchfield County, Connecticut",138272
09005253100,"Census Tract 2531, Litchfield County, Connecticut",58908
09005253200,"Census Tract 2532, Litchfield County, Connecticut",115297
09005253400,"Census Tract 2534, Litchfield County, Connecticut",103176
09005253500,"Census Tract 2535, Litchfield County, Connecticut",104671
09005260200,"Census Tract 2602, Litchfield County, Connecticut",60789
09005261100,"Census Tract 2611, Litchfield County, Connecticut",87688
09005262100,"Census Tract 2621, Litchfield County, Connecticut",93385
09005263200,"Census Tract 2632, Litchfield County, Connecticut",95089
09005265100,"Census Tract 2651, Litchfield County, Connecticut",133125
09005266100,"Census Tract 2661, Litchfield County, Connecticut",89348
09005267100,"Census Tract 2671, Litchfield County, Connecticut",109712
09005268100,"Census Tract 2681, Litchfield County, Connecticut",107328
09005290100,"Census Tract 2901, Litchfield County, Connecticut",107969
09005293100,"Census Tract 2931, Litchfield County, Connecticut",106406
09005296100,"Census Tract 2961, Litchfield County, Connecticut",127344
09005298300,"Census Tract 2983, Litchfield County, Connecticut",94504
09005298400,"Census Tract 2984, Litchfield County, Connecticut",166548
09005300100,"Census Tract 3001, Litchfield County, Connecticut",105920
09005300400,"Census Tract 3004, Litchfield County, Connecticut",101932
09005300500,"Census Tract 3005, Litchfield County, Connecticut",87188
09005303100,"Census Tract 3031, Litchfield County, Connecticut",94167
09005306100,"Census Tract 3061, Litchfield County, Connecticut",100156
09005310100,"Census Tract 3101, Litchfield County, Connecticut",57702
09005310200,"Census Tract 3102, Litchfield County, Connecticut",46750
09005310300,"Census Tract 3103, Litchfield County, Connecticut",46607
09005310400,"Census Tract 3104, Litchfield County, Connecticut",81115
09005310500,"Census Tract 3105, Litchfield County, Connecticut",68438
09005310601,"Census Tract 3106.01, Litchfield County, Connecticut",95278
09005310602,"Census Tract 3106.02, Litchfield County, Connecticut",75868
09005310700,"Census Tract 3107, Litchfield County, Connecticut",65824
09005310801,"Census Tract 3108.01, Litchfield County, Connecticut",50156
09005310803,"Census Tract 3108.03, Litchfield County, Connecticut",62174
09005310804,"Census Tract 3108.04, Litchfield County, Connecticut",49767
09005320101,"Census Tract 3201.01, Litchfield County, Connecticut",53911
09005320102,"Census Tract 3201.02, Litchfield County, Connecticut",66383
09005320200,"Census Tract 3202, Litchfield County, Connecticut",71265
09005342100,"Census Tract 3421, Litchfield County, Connecticut",95338
09005349100,"Census Tract 3491, Litchfield County, Connecticut",101789
09005349200,"Census Tract 3492, Litchfield County, Connecticut",69662
09005360100,"Census Tract 3601, Litchfield County, Connecticut",73229
09005360200,"Census Tract 3602, Litchfield County, Connecticut",101571
09005360300,"Census Tract 3603, Litchfield County, Connecticut",81389
09005360400,"Census Tract 3604, Litchfield County, Connecticut",70994
09005362101,"Census Tract 3621.01, Litchfield County, Connecticut",74606
09005362102,"Census Tract 3621.02, Litchfield County, Connecticut",113750
09005425300,"Census Tract 4253, Litchfield County, Connecticut",91971
09005425400,"Census Tract 4254, Litchfield County, Connecticut",92600
09005425500,"Census Tract 4255, Litchfield County, Connecticut",72107
09005425601,"Census Tract 4256.01, Litchfield County, Connecticut",76382
09005425602,"Census Tract 4256.02, Litchfield County, Connecticut",80938
09005425700,"Census Tract 4257, Litchfield County, Connecticut",75653
09007541100,"Census Tract 5411, Middlesex County, Connecticut",43929
09007541200,"Census Tract 5412, Middlesex County, Connecticut",75664
09007541301,"Census Tract 5413.01, Middlesex County, Connecticut",68462
09007541302,"Census Tract 5413.02, Middlesex County, Connecticut",75590
09007541401,"Census Tract 5414.01, Middlesex County, Connecticut",141250
09007541402,"Census Tract 5414.02, Middlesex County, Connecticut",64932
09007541500,"Census Tract 5415, Middlesex County, Connecticut",56188
09007541600,"Census Tract 5416, Middlesex County, Connecticut",26061
09007541700,"Census Tract 5417, Middlesex County, Connecticut",36744
09007542000,"Census Tract 5420, Middlesex County, Connecticut",80250
09007542100,"Census Tract 5421, Middlesex County, Connecticut",65417
09007542200,"Census Tract 5422, Middlesex County, Connecticut",94286
09007550100,"Census Tract 5501, Middlesex County, Connecticut",98208
09007550201,"Census Tract 5502.01, Middlesex County, Connecticut",119568
09007550202,"Census Tract 5502.02, Middlesex County, Connecticut",109934
09007560100,"Census Tract 5601, Middlesex County, Connecticut",131000
09007560200,"Census Tract 5602, Middlesex County, Connecticut",76534
09007570100,"Census Tract 5701, Middlesex County, Connecticut",77824
09007570200,"Census Tract 5702, Middlesex County, Connecticut",122672
09007570300,"Census Tract 5703, Middlesex County, Connecticut",94229
09007580100,"Census Tract 5801, Middlesex County, Connecticut",90125
09007585100,"Census Tract 5851, Middlesex County, Connecticut",133652
09007590101,"Census Tract 5901.01, Middlesex County, Connecticut",120903
09007590102,"Census Tract 5901.02, Middlesex County, Connecticut",112397
09007595101,"Census Tract 5951.01, Middlesex County, Connecticut",107885
09007595102,"Census Tract 5951.02, Middlesex County, Connecticut",88374
09007600100,"Census Tract 6001, Middlesex County, Connecticut",93333
09007610100,"Census Tract 6101, Middlesex County, Connecticut",75417
09007610200,"Census Tract 6102, Middlesex County, Connecticut",96658
09007610300,"Census Tract 6103, Middlesex County, Connecticut",111827
09007610400,"Census Tract 6104, Middlesex County, Connecticut",109583
09007620100,"Census Tract 6201, Middlesex County, Connecticut",79090
09007630101,"Census Tract 6301.01, Middlesex County, Connecticut",88015
09007630102,"Census Tract 6301.02, Middlesex County, Connecticut",123571
09007640100,"Census Tract 6401, Middlesex County, Connecticut",117900
09007670100,"Census Tract 6701, Middlesex County, Connecticut",109651
09007670200,"Census Tract 6702, Middlesex County, Connecticut",87100
09007680101,"Census Tract 6801.01, Middlesex County, Connecticut",91250
09007680102,"Census Tract 6801.02, Middlesex County, Connecticut",63384
09007680200,"Census Tract 6802, Middlesex County, Connecticut",71886
09007990100,"Census Tract 9901, Middlesex County, Connecticut",NA
09009120100,"Census Tract 1201, New Haven County, Connecticut",76420
09009120200,"Census Tract 1202, New Haven County, Connecticut",50085
09009125100,"Census Tract 1251, New Haven County, Connecticut",83750
09009125200,"Census Tract 1252, New Haven County, Connecticut",55446
09009125300,"Census Tract 1253, New Haven County, Connecticut",57602
09009125400,"Census Tract 1254, New Haven County, Connecticut",47382
09009130101,"Census Tract 1301.01, New Haven County, Connecticut",67256
09009130102,"Census Tract 1301.02, New Haven County, Connecticut",83178
09009130201,"Census Tract 1302.01, New Haven County, Connecticut",132531
09009130202,"Census Tract 1302.02, New Haven County, Connecticut",86694
09009140101,"Census Tract 1401.01, New Haven County, Connecticut",85763
09009140102,"Census Tract 1401.02, New Haven County, Connecticut",68951
09009140200,"Census Tract 1402, New Haven County, Connecticut",19457
09009140300,"Census Tract 1403, New Haven County, Connecticut",50000
09009140400,"Census Tract 1404, New Haven County, Connecticut",71094
09009140500,"Census Tract 1405, New Haven County, Connecticut",40000
09009140600,"Census Tract 1406, New Haven County, Connecticut",35092
09009140700,"Census Tract 1407, New Haven County, Connecticut",32654
09009140800,"Census Tract 1408, New Haven County, Connecticut",28125
09009140900,"Census Tract 1409, New Haven County, Connecticut",52718
09009141000,"Census Tract 1410, New Haven County, Connecticut",111579
09009141100,"Census Tract 1411, New Haven County, Connecticut",119159
09009141200,"Census Tract 1412, New Haven County, Connecticut",53987
09009141301,"Census Tract 1413.01, New Haven County, Connecticut",34950
09009141400,"Census Tract 1414, New Haven County, Connecticut",54591
09009141500,"Census Tract 1415, New Haven County, Connecticut",36375
09009141600,"Census Tract 1416, New Haven County, Connecticut",32246
09009141800,"Census Tract 1418, New Haven County, Connecticut",64861
09009141900,"Census Tract 1419, New Haven County, Connecticut",81111
09009142000,"Census Tract 1420, New Haven County, Connecticut",50634
09009142100,"Census Tract 1421, New Haven County, Connecticut",49125
09009142200,"Census Tract 1422, New Haven County, Connecticut",80313
09009142300,"Census Tract 1423, New Haven County, Connecticut",30049
09009142400,"Census Tract 1424, New Haven County, Connecticut",39474
09009142500,"Census Tract 1425, New Haven County, Connecticut",42484
09009142601,"Census Tract 1426.01, New Haven County, Connecticut",46875
09009142604,"Census Tract 1426.04, New Haven County, Connecticut",66298
09009142605,"Census Tract 1426.05, New Haven County, Connecticut",23275
09009142700,"Census Tract 1427, New Haven County, Connecticut",39496
09009142800,"Census Tract 1428, New Haven County, Connecticut",90851
09009150100,"Census Tract 1501, New Haven County, Connecticut",79462
09009150200,"Census Tract 1502, New Haven County, Connecticut",71346
09009150300,"Census Tract 1503, New Haven County, Connecticut",88705
09009150400,"Census Tract 1504, New Haven County, Connecticut",86210
09009150500,"Census Tract 1505, New Haven County, Connecticut",107321
09009150600,"Census Tract 1506, New Haven County, Connecticut",119917
09009150700,"Census Tract 1507, New Haven County, Connecticut",135938
09009150800,"Census Tract 1508, New Haven County, Connecticut",91667
09009150900,"Census Tract 1509, New Haven County, Connecticut",131554
09009151000,"Census Tract 1510, New Haven County, Connecticut",94028
09009151100,"Census Tract 1511, New Haven County, Connecticut",107917
09009151200,"Census Tract 1512, New Haven County, Connecticut",86071
09009154101,"Census Tract 1541.01, New Haven County, Connecticut",68239
09009154102,"Census Tract 1541.02, New Haven County, Connecticut",68132
09009154200,"Census Tract 1542, New Haven County, Connecticut",54145
09009154500,"Census Tract 1545, New Haven County, Connecticut",44797
09009154600,"Census Tract 1546, New Haven County, Connecticut",63798
09009154700,"Census Tract 1547, New Haven County, Connecticut",99816
09009154800,"Census Tract 1548, New Haven County, Connecticut",98542
09009154900,"Census Tract 1549, New Haven County, Connecticut",75540
09009155000,"Census Tract 1550, New Haven County, Connecticut",66727
09009155100,"Census Tract 1551, New Haven County, Connecticut",50938
09009157100,"Census Tract 1571, New Haven County, Connecticut",86773
09009157200,"Census Tract 1572, New Haven County, Connecticut",156851
09009157300,"Census Tract 1573, New Haven County, Connecticut",146591
09009157400,"Census Tract 1574, New Haven County, Connecticut",142880
09009160100,"Census Tract 1601, New Haven County, Connecticut",173542
09009160200,"Census Tract 1602, New Haven County, Connecticut",170592
09009161100,"Census Tract 1611, New Haven County, Connecticut",136667
09009165100,"Census Tract 1651, New Haven County, Connecticut",65036
09009165200,"Census Tract 1652, New Haven County, Connecticut",144821
09009165300,"Census Tract 1653, New Haven County, Connecticut",106967
09009165400,"Census Tract 1654, New Haven County, Connecticut",70875
09009165500,"Census Tract 1655, New Haven County, Connecticut",54531
09009165600,"Census Tract 1656, New Haven County, Connecticut",63116
09009165700,"Census Tract 1657, New Haven County, Connecticut",96179
09009165801,"Census Tract 1658.01, New Haven County, Connecticut",72173
09009165802,"Census Tract 1658.02, New Haven County, Connecticut",116250
09009165900,"Census Tract 1659, New Haven County, Connecticut",110907
09009166002,"Census Tract 1660.02, New Haven County, Connecticut",101859
09009166003,"Census Tract 1660.03, New Haven County, Connecticut",54625
09009166004,"Census Tract 1660.04, New Haven County, Connecticut",89023
09009167101,"Census Tract 1671.01, New Haven County, Connecticut",127667
09009167102,"Census Tract 1671.02, New Haven County, Connecticut",164861
09009167201,"Census Tract 1672.01, New Haven County, Connecticut",90313
09009167202,"Census Tract 1672.02, New Haven County, Connecticut",86917
09009167301,"Census Tract 1673.01, New Haven County, Connecticut",102714
09009170100,"Census Tract 1701, New Haven County, Connecticut",30000
09009170200,"Census Tract 1702, New Haven County, Connecticut",48429
09009170300,"Census Tract 1703, New Haven County, Connecticut",44716
09009170400,"Census Tract 1704, New Haven County, Connecticut",74375
09009170500,"Census Tract 1705, New Haven County, Connecticut",101114
09009170600,"Census Tract 1706, New Haven County, Connecticut",61506
09009170700,"Census Tract 1707, New Haven County, Connecticut",59034
09009170800,"Census Tract 1708, New Haven County, Connecticut",51818
09009170900,"Census Tract 1709, New Haven County, Connecticut",29250
09009171000,"Census Tract 1710, New Haven County, Connecticut",24832
09009171100,"Census Tract 1711, New Haven County, Connecticut",70934
09009171201,"Census Tract 1712.01, New Haven County, Connecticut",98086
09009171202,"Census Tract 1712.02, New Haven County, Connecticut",77083
09009171300,"Census Tract 1713, New Haven County, Connecticut",61627
09009171400,"Census Tract 1714, New Haven County, Connecticut",51313
09009171500,"Census Tract 1715, New Haven County, Connecticut",53304
09009171600,"Census Tract 1716, New Haven County, Connecticut",71480
09009171700,"Census Tract 1717, New Haven County, Connecticut",92277
09009175100,"Census Tract 1751, New Haven County, Connecticut",75849
09009175200,"Census Tract 1752, New Haven County, Connecticut",69375
09009175300,"Census Tract 1753, New Haven County, Connecticut",79106
09009175400,"Census Tract 1754, New Haven County, Connecticut",85278
09009175501,"Census Tract 1755.01, New Haven County, Connecticut",156684
09009175502,"Census Tract 1755.02, New Haven County, Connecticut",75109
09009175600,"Census Tract 1756, New Haven County, Connecticut",94932
09009175700,"Census Tract 1757, New Haven County, Connecticut",104792
09009175800,"Census Tract 1758, New Haven County, Connecticut",114125
09009175900,"Census Tract 1759, New Haven County, Connecticut",86607
09009176000,"Census Tract 1760, New Haven County, Connecticut",106118
09009180101,"Census Tract 1801.01, New Haven County, Connecticut",65729
09009180102,"Census Tract 1801.02, New Haven County, Connecticut",73864
09009180200,"Census Tract 1802, New Haven County, Connecticut",61642
09009180300,"Census Tract 1803, New Haven County, Connecticut",57200
09009180400,"Census Tract 1804, New Haven County, Connecticut",62216
09009180500,"Census Tract 1805, New Haven County, Connecticut",78333
09009180601,"Census Tract 1806.01, New Haven County, Connecticut",93828
09009180602,"Census Tract 1806.02, New Haven County, Connecticut",90924
09009184101,"Census Tract 1841.01, New Haven County, Connecticut",64623
09009184200,"Census Tract 1842, New Haven County, Connecticut",66813
09009184300,"Census Tract 1843, New Haven County, Connecticut",95263
09009184400,"Census Tract 1844, New Haven County, Connecticut",87602
09009184500,"Census Tract 1845, New Haven County, Connecticut",99906
09009184600,"Census Tract 1846, New Haven County, Connecticut",170656
09009184700,"Census Tract 1847, New Haven County, Connecticut",96848
09009186100,"Census Tract 1861, New Haven County, Connecticut",95000
09009186200,"Census Tract 1862, New Haven County, Connecticut",107757
09009190100,"Census Tract 1901, New Haven County, Connecticut",73906
09009190200,"Census Tract 1902, New Haven County, Connecticut",121150
09009190301,"Census Tract 1903.01, New Haven County, Connecticut",139699
09009190302,"Census Tract 1903.02, New Haven County, Connecticut",110557
09009190303,"Census Tract 1903.03, New Haven County, Connecticut",119271
09009194101,"Census Tract 1941.01, New Haven County, Connecticut",89028
09009194102,"Census Tract 1941.02, New Haven County, Connecticut",100068
09009194201,"Census Tract 1942.01, New Haven County, Connecticut",155145
09009194202,"Census Tract 1942.02, New Haven County, Connecticut",149122
09009341100,"Census Tract 3411, New Haven County, Connecticut",90804
09009343101,"Census Tract 3431.01, New Haven County, Connecticut",129803
09009343102,"Census Tract 3431.02, New Haven County, Connecticut",145313
09009343200,"Census Tract 3432, New Haven County, Connecticut",130568
09009343300,"Census Tract 3433, New Haven County, Connecticut",138438
09009343400,"Census Tract 3434, New Haven County, Connecticut",123321
09009344100,"Census Tract 3441, New Haven County, Connecticut",116778
09009344200,"Census Tract 3442, New Haven County, Connecticut",126327
09009345100,"Census Tract 3451, New Haven County, Connecticut",73824
09009345201,"Census Tract 3452.01, New Haven County, Connecticut",91020
09009345202,"Census Tract 3452.02, New Haven County, Connecticut",94846
09009345300,"Census Tract 3453, New Haven County, Connecticut",102765
09009345400,"Census Tract 3454, New Haven County, Connecticut",79293
09009346101,"Census Tract 3461.01, New Haven County, Connecticut",113424
09009346102,"Census Tract 3461.02, New Haven County, Connecticut",122063
09009347100,"Census Tract 3471, New Haven County, Connecticut",113167
09009347200,"Census Tract 3472, New Haven County, Connecticut",106806
09009348111,"Census Tract 3481.11, New Haven County, Connecticut",115750
09009348122,"Census Tract 3481.22, New Haven County, Connecticut",135694
09009348123,"Census Tract 3481.23, New Haven County, Connecticut",140583
09009348124,"Census Tract 3481.24, New Haven County, Connecticut",57958
09009348125,"Census Tract 3481.25, New Haven County, Connecticut",63190
09009350101,"Census Tract 3501.01, New Haven County, Connecticut",12248
09009350200,"Census Tract 3502, New Haven County, Connecticut",30875
09009350300,"Census Tract 3503, New Haven County, Connecticut",38594
09009350400,"Census Tract 3504, New Haven County, Connecticut",32317
09009350500,"Census Tract 3505, New Haven County, Connecticut",27059
09009350800,"Census Tract 3508, New Haven County, Connecticut",46080
09009350900,"Census Tract 3509, New Haven County, Connecticut",72731
09009351000,"Census Tract 3510, New Haven County, Connecticut",48304
09009351100,"Census Tract 3511, New Haven County, Connecticut",44713
09009351200,"Census Tract 3512, New Haven County, Connecticut",46250
09009351300,"Census Tract 3513, New Haven County, Connecticut",48471
09009351400,"Census Tract 3514, New Haven County, Connecticut",43777
09009351500,"Census Tract 3515, New Haven County, Connecticut",59232
09009351601,"Census Tract 3516.01, New Haven County, Connecticut",55722
09009351602,"Census Tract 3516.02, New Haven County, Connecticut",71377
09009351700,"Census Tract 3517, New Haven County, Connecticut",35338
09009351800,"Census Tract 3518, New Haven County, Connecticut",55665
09009351900,"Census Tract 3519, New Haven County, Connecticut",98854
09009352000,"Census Tract 3520, New Haven County, Connecticut",71000
09009352100,"Census Tract 3521, New Haven County, Connecticut",54063
09009352200,"Census Tract 3522, New Haven County, Connecticut",43909
09009352300,"Census Tract 3523, New Haven County, Connecticut",50804
09009352400,"Census Tract 3524, New Haven County, Connecticut",45567
09009352500,"Census Tract 3525, New Haven County, Connecticut",58393
09009352600,"Census Tract 3526, New Haven County, Connecticut",49483
09009352701,"Census Tract 3527.01, New Haven County, Connecticut",61250
09009352702,"Census Tract 3527.02, New Haven County, Connecticut",65117
09009352800,"Census Tract 3528, New Haven County, Connecticut",64917
09009361100,"Census Tract 3611, New Haven County, Connecticut",102816
09009361200,"Census Tract 3612, New Haven County, Connecticut",106071
09009361300,"Census Tract 3613, New Haven County, Connecticut",100365
09009361401,"Census Tract 3614.01, New Haven County, Connecticut",39500
09009361402,"Census Tract 3614.02, New Haven County, Connecticut",66923
09009361500,"Census Tract 3615, New Haven County, Connecticut",40563
09009990000,"Census Tract 9900, New Haven County, Connecticut",NA
09011650100,"Census Tract 6501, New London County, Connecticut",111534
09011660101,"Census Tract 6601.01, New London County, Connecticut",125435
09011660103,"Census Tract 6601.03, New London County, Connecticut",114069
09011660104,"Census Tract 6601.04, New London County, Connecticut",97457
09011690300,"Census Tract 6903, New London County, Connecticut",50293
09011690400,"Census Tract 6904, New London County, Connecticut",38804
09011690500,"Census Tract 6905, New London County, Connecticut",30969
09011690700,"Census Tract 6907, New London County, Connecticut",48750
09011690800,"Census Tract 6908, New London County, Connecticut",65052
09011690900,"Census Tract 6909, New London County, Connecticut",84297
09011693300,"Census Tract 6933, New London County, Connecticut",92250
09011693400,"Census Tract 6934, New London County, Connecticut",68954
09011693500,"Census Tract 6935, New London County, Connecticut",116688
09011693600,"Census Tract 6936, New London County, Connecticut",96196
09011693700,"Census Tract 6937, New London County, Connecticut",143542
09011695201,"Census Tract 6952.01, New London County, Connecticut",95091
09011695202,"Census Tract 6952.02, New London County, Connecticut",89495
09011696100,"Census Tract 6961, New London County, Connecticut",52620
09011696200,"Census Tract 6962, New London County, Connecticut",75991
09011696300,"Census Tract 6963, New London County, Connecticut",107616
09011696401,"Census Tract 6964.01, New London County, Connecticut",44109
09011696500,"Census Tract 6965, New London County, Connecticut",63958
09011696600,"Census Tract 6966, New London County, Connecticut",98500
09011696701,"Census Tract 6967.01, New London County, Connecticut",53839
09011696800,"Census Tract 6968, New London County, Connecticut",50074
09011697000,"Census Tract 6970, New London County, Connecticut",59049
09011700100,"Census Tract 7001, New London County, Connecticut",95553
09011701100,"Census Tract 7011, New London County, Connecticut",88484
09011701200,"Census Tract 7012, New London County, Connecticut",105024
09011702100,"Census Tract 7021, New London County, Connecticut",103719
09011702300,"Census Tract 7023, New London County, Connecticut",75903
09011702400,"Census Tract 7024, New London County, Connecticut",74335
09011702500,"Census Tract 7025, New London County, Connecticut",45493
09011702600,"Census Tract 7026, New London County, Connecticut",114643
09011702700,"Census Tract 7027, New London County, Connecticut",76176
09011702800,"Census Tract 7028, New London County, Connecticut",57098
09011702900,"Census Tract 7029, New London County, Connecticut",145536
09011703000,"Census Tract 7030, New London County, Connecticut",124159
09011705101,"Census Tract 7051.01, New London County, Connecticut",91923
09011705102,"Census Tract 7051.02, New London County, Connecticut",61977
09011705200,"Census Tract 7052, New London County, Connecticut",90500
09011705300,"Census Tract 7053, New London County, Connecticut",114917
09011705400,"Census Tract 7054, New London County, Connecticut",108333
09011707100,"Census Tract 7071, New London County, Connecticut",85266
09011708100,"Census Tract 7081, New London County, Connecticut",84583
09011709100,"Census Tract 7091, New London County, Connecticut",87583
09011709200,"Census Tract 7092, New London County, Connecticut",44829
09011710100,"Census Tract 7101, New London County, Connecticut",83158
09011711100,"Census Tract 7111, New London County, Connecticut",78399
09011712100,"Census Tract 7121, New London County, Connecticut",89948
09011713100,"Census Tract 7131, New London County, Connecticut",90750
09011714101,"Census Tract 7141.01, New London County, Connecticut",69185
09011714103,"Census Tract 7141.03, New London County, Connecticut",124079
09011714104,"Census Tract 7141.04, New London County, Connecticut",126750
09011715100,"Census Tract 7151, New London County, Connecticut",108953
09011716101,"Census Tract 7161.01, New London County, Connecticut",85208
09011716102,"Census Tract 7161.02, New London County, Connecticut",115984
09011870100,"Census Tract 8701, New London County, Connecticut",96490
09011870200,"Census Tract 8702, New London County, Connecticut",69430
09011870300,"Census Tract 8703, New London County, Connecticut",36725
09011870501,"Census Tract 8705.01, New London County, Connecticut",71337
09011870502,"Census Tract 8705.02, New London County, Connecticut",81094
09011870701,"Census Tract 8707.01, New London County, Connecticut",96053
09011870703,"Census Tract 8707.03, New London County, Connecticut",89453
09011870704,"Census Tract 8707.04, New London County, Connecticut",96691
09011980000,"Census Tract 9800, New London County, Connecticut",NA
09011990100,"Census Tract 9901, New London County, Connecticut",NA
09013526101,"Census Tract 5261.01, Tolland County, Connecticut",132888
09013526102,"Census Tract 5261.02, Tolland County, Connecticut",124722
09013528100,"Census Tract 5281, Tolland County, Connecticut",102759
09013529100,"Census Tract 5291, Tolland County, Connecticut",116393
09013530100,"Census Tract 5301, Tolland County, Connecticut",67675
09013530200,"Census Tract 5302, Tolland County, Connecticut",54947
09013530301,"Census Tract 5303.01, Tolland County, Connecticut",58388
09013530302,"Census Tract 5303.02, Tolland County, Connecticut",94890
09013530400,"Census Tract 5304, Tolland County, Connecticut",72583
09013530500,"Census Tract 5305, Tolland County, Connecticut",90375
09013530600,"Census Tract 5306, Tolland County, Connecticut",120667
09013533102,"Census Tract 5331.02, Tolland County, Connecticut",115296
09013533103,"Census Tract 5331.03, Tolland County, Connecticut",104911
09013533104,"Census Tract 5331.04, Tolland County, Connecticut",160508
09013535101,"Census Tract 5351.01, Tolland County, Connecticut",101607
09013535102,"Census Tract 5351.02, Tolland County, Connecticut",102548
09013535200,"Census Tract 5352, Tolland County, Connecticut",123089
09013538100,"Census Tract 5381, Tolland County, Connecticut",NA
09013538201,"Census Tract 5382.01, Tolland County, Connecticut",110726
09013538202,"Census Tract 5382.02, Tolland County, Connecticut",105144
09013840100,"Census Tract 8401, Tolland County, Connecticut",78351
09013850100,"Census Tract 8501, Tolland County, Connecticut",99549
09013850200,"Census Tract 8502, Tolland County, Connecticut",93026
09013860100,"Census Tract 8601, Tolland County, Connecticut",113983
09013881100,"Census Tract 8811, Tolland County, Connecticut",53428
09013881200,"Census Tract 8812, Tolland County, Connecticut",NA
09013881300,"Census Tract 8813, Tolland County, Connecticut",36360
09013881500,"Census Tract 8815, Tolland County, Connecticut",57904
09013890100,"Census Tract 8901, Tolland County, Connecticut",66543
09013890202,"Census Tract 8902.02, Tolland County, Connecticut",104063
09013890203,"Census Tract 8902.03, Tolland County, Connecticut",89792
09013890204,"Census Tract 8902.04, Tolland County, Connecticut",91797
09015800300,"Census Tract 8003, Windham County, Connecticut",28274
09015800400,"Census Tract 8004, Windham County, Connecticut",65612
09015800501,"Census Tract 8005.01, Windham County, Connecticut",47500
09015800502,"Census Tract 8005.02, Windham County, Connecticut",72750
09015800600,"Census Tract 8006, Windham County, Connecticut",35000
09015800700,"Census Tract 8007, Windham County, Connecticut",42500
09015815000,"Census Tract 8150, Windham County, Connecticut",85083
09015820000,"Census Tract 8200, Windham County, Connecticut",92143
09015825000,"Census Tract 8250, Windham County, Connecticut",89625
09015830100,"Census Tract 8301, Windham County, Connecticut",90441
09015900100,"Census Tract 9001, Windham County, Connecticut",98015
09015900200,"Census Tract 9002, Windham County, Connecticut",73009
09015901101,"Census Tract 9011.01, Windham County, Connecticut",95291
09015901102,"Census Tract 9011.02, Windham County, Connecticut",92880
09015902200,"Census Tract 9022, Windham County, Connecticut",98000
09015902500,"Census Tract 9025, Windham County, Connecticut",93467
09015903101,"Census Tract 9031.01, Windham County, Connecticut",52392
09015903102,"Census Tract 9031.02, Windham County, Connecticut",67620
09015903200,"Census Tract 9032, Windham County, Connecticut",80965
09015904101,"Census Tract 9041.01, Windham County, Connecticut",85869
09015904102,"Census Tract 9041.02, Windham County, Connecticut",79042
09015904400,"Census Tract 9044, Windham County, Connecticut",56602
09015904500,"Census Tract 9045, Windham County, Connecticut",70767
09015905101,"Census Tract 9051.01, Windham County, Connecticut",82048
09015905102,"Census Tract 9051.02, Windham County, Connecticut",67813
09015906100,"Census Tract 9061, Windham County, Connecticut",95364
09015907100,"Census Tract 9071, Windham County, Connecticut",71328
09015907200,"Census Tract 9072, Windham County, Connecticut",73295
09015907300,"Census Tract 9073, Windham County, Connecticut",67926
09015908100,"Census Tract 9081, Windham County, Connecticut",86394
